NAME,DATE,POS_7DAYAVG,DTH_NEW,DTH_NEW_2WK
Marquette,2020-11-20,12.43,4.0,0.0
Menominee,2020-11-20,11.43,0.0,0.0
Milwaukee,2020-11-20,854.86,9.0,3.0
Monroe,2020-11-20,56.0,0.0,1.0
Oconto,2020-11-20,32.57,0.0,0.0
Oneida,2020-11-20,48.29,3.0,2.0
Outagamie,2020-11-20,137.86,1.0,1.0
Ozaukee,2020-11-20,77.71,0.0,2.0
Pepin,2020-11-20,13.43,0.0,0.0
Pierce,2020-11-20,59.14,4.0,0.0
Polk,2020-11-20,58.0,1.0,1.0
Portage,2020-11-20,54.29,1.0,0.0
Price,2020-11-20,13.86,0.0,0.0
Racine,2020-11-20,218.71,2.0,9.0
Richland,2020-11-20,13.0,0.0,0.0
Rock,2020-11-20,142.57,6.0,7.0
Rusk,2020-11-20,25.29,0.0,0.0
St. Croix,2020-11-20,91.71,0.0,1.0
Sauk,2020-11-20,48.0,2.0,0.0
Sawyer,2020-11-20,22.14,1.0,1.0
Shawano,2020-11-20,42.86,2.0,0.0
Sheboygan,2020-11-20,151.14,0.0,1.0
Taylor,2020-11-20,36.71,0.0,0.0
Trempealeau,2020-11-20,59.43,0.0,0.0
Vernon,2020-11-20,22.0,0.0,0.0
Vilas,2020-11-20,22.14,0.0,0.0
Walworth,2020-11-20,92.14,1.0,1.0
Washburn,2020-11-20,19.29,0.0,0.0
Washington,2020-11-20,135.43,2.0,0.0
Waukesha,2020-11-20,731.43,8.0,8.0
Waupaca,2020-11-20,35.14,0.0,1.0
Waushara,2020-11-20,14.86,0.0,0.0
Winnebago,2020-11-20,116.86,3.0,2.0
Wood,2020-11-20,101.86,3.0,1.0
Adams,2020-11-20,17.29,0.0,0.0
Ashland,2020-11-20,12.0,1.0,1.0
Barron,2020-11-20,136.29,0.0,1.0
Bayfield,2020-11-20,15.57,0.0,0.0
Brown,2020-11-20,199.0,1.0,2.0
Buffalo,2020-11-20,20.29,0.0,0.0
Burnett,2020-11-20,23.71,0.0,2.0
Calumet,2020-11-20,44.86,3.0,1.0
Chippewa,2020-11-20,87.29,1.0,0.0
Clark,2020-11-20,41.57,1.0,2.0
Columbia,2020-11-20,60.71,0.0,0.0
Crawford,2020-11-20,24.29,0.0,1.0
Dane,2020-11-20,466.0,3.0,0.0
Lincoln,2020-11-21,34.71,1.0,1.0
Manitowoc,2020-11-21,77.29,0.0,0.0
Marathon,2020-11-21,147.71,1.0,3.0
Adams,2020-11-22,19.0,0.0,0.0
Ashland,2020-11-22,11.29,0.0,0.0
Barron,2020-11-22,87.0,1.0,7.0
Bayfield,2020-11-22,12.86,0.0,0.0
Brown,2020-11-22,187.57,0.0,0.0
Buffalo,2020-11-22,20.86,0.0,0.0
Burnett,2020-11-22,22.86,0.0,0.0
Calumet,2020-11-22,46.29,0.0,0.0
Chippewa,2020-11-22,106.29,0.0,0.0
Clark,2020-11-22,40.29,0.0,0.0
Columbia,2020-11-22,58.14,0.0,0.0
Crawford,2020-11-22,21.14,1.0,0.0
Dane,2020-11-22,449.43,0.0,0.0
Dodge,2020-11-22,147.86,0.0,0.0
Door,2020-11-22,20.0,0.0,0.0
Douglas,2020-11-22,60.43,0.0,0.0
Dunn,2020-11-22,61.43,0.0,1.0
Eau Claire,2020-11-22,188.14,0.0,1.0
Florence,2020-11-22,4.71,0.0,0.0
Fond du Lac,2020-11-22,121.29,-1.0,0.0
Forest,2020-11-22,7.0,0.0,0.0
Grant,2020-11-22,41.86,0.0,0.0
Green,2020-11-22,21.71,0.0,0.0
Green Lake,2020-11-22,10.43,0.0,0.0
Iowa,2020-11-22,30.71,0.0,0.0
Iron,2020-11-22,3.86,0.0,0.0
Jackson,2020-11-22,49.29,0.0,0.0
Jefferson,2020-11-22,86.86,0.0,0.0
Juneau,2020-11-22,31.29,0.0,0.0
Kenosha,2020-11-22,144.57,1.0,0.0
Kewaunee,2020-11-22,18.86,0.0,0.0
La Crosse,2020-11-22,150.71,0.0,1.0
Lafayette,2020-11-22,15.57,1.0,0.0
Langlade,2020-11-22,11.71,0.0,0.0
Lincoln,2020-11-22,34.71,0.0,0.0
Manitowoc,2020-11-22,69.29,0.0,1.0
Marathon,2020-11-22,128.0,1.0,0.0
Marinette,2020-11-22,33.71,0.0,0.0
Marquette,2020-11-22,9.86,0.0,0.0
Menominee,2020-11-22,5.57,0.0,0.0
Milwaukee,2020-11-22,831.57,1.0,1.0
Monroe,2020-11-22,54.86,0.0,0.0
Oconto,2020-11-22,28.14,0.0,0.0
Oneida,2020-11-22,37.71,0.0,0.0
Outagamie,2020-11-22,131.14,0.0,0.0
Ozaukee,2020-11-22,73.57,0.0,0.0
Pepin,2020-11-22,11.14,0.0,0.0
Pierce,2020-11-22,53.57,0.0,0.0
Polk,2020-11-22,56.14,0.0,0.0
Portage,2020-11-22,54.43,0.0,0.0
Price,2020-11-22,11.71,0.0,0.0
Racine,2020-11-22,256.86,0.0,0.0
Richland,2020-11-22,13.14,0.0,0.0
Rock,2020-11-22,136.71,0.0,0.0
Rusk,2020-11-22,21.43,0.0,0.0
St. Croix,2020-11-22,89.0,0.0,0.0
Sauk,2020-11-22,51.43,0.0,0.0
Sawyer,2020-11-22,20.14,0.0,0.0
Shawano,2020-11-22,29.57,0.0,0.0
Sheboygan,2020-11-22,160.71,0.0,0.0
Taylor,2020-11-22,25.86,-1.0,0.0
Trempealeau,2020-11-22,69.0,0.0,0.0
Vernon,2020-11-22,24.14,0.0,3.0
Vilas,2020-11-22,21.0,0.0,0.0
Walworth,2020-11-22,93.57,0.0,0.0
Washburn,2020-11-22,18.43,0.0,0.0
Washington,2020-11-22,139.14,0.0,0.0
Waukesha,2020-11-22,697.71,0.0,1.0
Waupaca,2020-11-22,27.14,-4.0,0.0
Waushara,2020-11-22,12.14,0.0,0.0
Winnebago,2020-11-22,104.29,0.0,1.0
Wood,2020-11-22,96.0,0.0,0.0
Marinette,2020-11-21,37.86,0.0,5.0
Marquette,2020-11-21,13.57,1.0,0.0
Menominee,2020-11-21,7.29,0.0,0.0
Milwaukee,2020-11-21,899.0,10.0,4.0
Monroe,2020-11-21,57.57,0.0,0.0
Oconto,2020-11-21,31.71,0.0,2.0
Oneida,2020-11-21,37.86,0.0,2.0
Outagamie,2020-11-21,132.0,2.0,2.0
Ozaukee,2020-11-21,84.0,0.0,0.0
Pepin,2020-11-21,15.29,0.0,0.0
Pierce,2020-11-21,56.57,1.0,0.0
Polk,2020-11-21,60.57,0.0,1.0
Portage,2020-11-21,60.86,1.0,4.0
Price,2020-11-21,14.0,0.0,-1.0
Racine,2020-11-21,248.71,1.0,9.0
Richland,2020-11-21,13.14,1.0,0.0
Rock,2020-11-21,158.0,1.0,1.0
Rusk,2020-11-21,27.86,0.0,2.0
St. Croix,2020-11-21,92.71,0.0,0.0
Sauk,2020-11-21,55.71,0.0,0.0
Sawyer,2020-11-21,22.14,0.0,0.0
Shawano,2020-11-21,39.43,0.0,-1.0
Sheboygan,2020-11-21,169.57,0.0,3.0
Taylor,2020-11-21,34.43,0.0,1.0
Trempealeau,2020-11-21,61.43,1.0,-1.0
Vernon,2020-11-21,24.0,0.0,0.0
Vilas,2020-11-21,23.71,0.0,0.0
Walworth,2020-11-21,95.57,0.0,1.0
Washburn,2020-11-21,17.14,0.0,0.0
Washington,2020-11-21,152.14,0.0,3.0
Waukesha,2020-11-21,714.71,5.0,9.0
Waupaca,2020-11-21,40.86,3.0,1.0
Waushara,2020-11-21,13.57,0.0,1.0
Winnebago,2020-11-21,105.0,0.0,3.0
Wood,2020-11-21,93.86,2.0,0.0
Adams,2020-11-21,18.29,0.0,0.0
Ashland,2020-11-21,10.57,0.0,0.0
Barron,2020-11-21,116.43,1.0,-2.0
Bayfield,2020-11-21,14.57,1.0,0.0
Brown,2020-11-21,185.29,0.0,2.0
Buffalo,2020-11-21,21.71,0.0,0.0
Burnett,2020-11-21,21.86,1.0,0.0
Calumet,2020-11-21,44.71,0.0,1.0
Chippewa,2020-11-21,105.29,1.0,2.0
Clark,2020-11-21,39.71,1.0,0.0
Columbia,2020-11-21,67.29,0.0,1.0
Crawford,2020-11-21,22.43,0.0,0.0
Dane,2020-11-21,472.29,3.0,2.0
Dodge,2020-11-21,161.86,1.0,5.0
Door,2020-11-21,22.29,1.0,0.0
Douglas,2020-11-21,51.29,0.0,1.0
Dunn,2020-11-21,60.71,0.0,0.0
Eau Claire,2020-11-21,207.0,4.0,2.0
Florence,2020-11-21,3.71,0.0,0.0
Fond du Lac,2020-11-21,123.86,0.0,2.0
Forest,2020-11-21,7.29,1.0,0.0
Grant,2020-11-21,45.29,2.0,1.0
Green,2020-11-21,26.43,0.0,0.0
Green Lake,2020-11-21,10.57,0.0,1.0
Iowa,2020-11-21,30.57,0.0,0.0
Iron,2020-11-21,4.14,0.0,0.0
Jackson,2020-11-21,44.29,0.0,0.0
Jefferson,2020-11-21,98.29,0.0,1.0
Juneau,2020-11-21,29.43,0.0,0.0
Kenosha,2020-11-21,162.86,2.0,3.0
Kewaunee,2020-11-21,20.43,0.0,0.0
La Crosse,2020-11-21,151.57,0.0,0.0
Lafayette,2020-11-21,19.57,0.0,0.0
Langlade,2020-11-21,14.86,1.0,0.0
Adams,2020-11-23,19.14,0.0,0.0
Ashland,2020-11-23,10.43,0.0,0.0
Barron,2020-11-23,83.71,0.0,0.0
Bayfield,2020-11-23,11.14,0.0,0.0
Brown,2020-11-23,192.43,0.0,1.0
Buffalo,2020-11-23,21.43,0.0,0.0
Burnett,2020-11-23,22.71,0.0,0.0
Calumet,2020-11-23,42.29,0.0,0.0
Chippewa,2020-11-23,103.43,0.0,0.0
Clark,2020-11-23,39.86,0.0,0.0
Columbia,2020-11-23,56.29,0.0,0.0
Crawford,2020-11-23,21.43,1.0,0.0
Dane,2020-11-23,397.57,0.0,0.0
Dodge,2020-11-23,141.29,0.0,0.0
Door,2020-11-23,18.71,0.0,0.0
Douglas,2020-11-23,62.29,0.0,0.0
Dunn,2020-11-23,54.71,0.0,0.0
Eau Claire,2020-11-23,157.29,0.0,1.0
Florence,2020-11-23,4.43,0.0,0.0
Fond du Lac,2020-11-23,125.29,0.0,0.0
Forest,2020-11-23,7.0,0.0,0.0
Grant,2020-11-23,43.57,1.0,0.0
Green,2020-11-23,20.71,0.0,1.0
Green Lake,2020-11-23,10.14,0.0,0.0
Iowa,2020-11-23,32.0,0.0,0.0
Iron,2020-11-23,3.86,0.0,0.0
Jackson,2020-11-23,46.0,0.0,0.0
Jefferson,2020-11-23,89.71,0.0,1.0
Juneau,2020-11-23,26.14,0.0,0.0
Kenosha,2020-11-23,137.57,1.0,0.0
Kewaunee,2020-11-23,19.0,0.0,1.0
La Crosse,2020-11-23,136.0,0.0,0.0
Lafayette,2020-11-23,15.14,0.0,1.0
Langlade,2020-11-23,11.0,0.0,0.0
Lincoln,2020-11-23,34.43,0.0,0.0
Manitowoc,2020-11-23,66.71,0.0,0.0
Marathon,2020-11-23,121.14,0.0,5.0
Marinette,2020-11-23,33.57,0.0,1.0
Marquette,2020-11-23,9.14,0.0,0.0
Menominee,2020-11-23,5.57,0.0,0.0
Milwaukee,2020-11-23,869.43,0.0,0.0
Monroe,2020-11-23,52.71,0.0,0.0
Oconto,2020-11-23,27.29,0.0,0.0
Oneida,2020-11-23,32.86,0.0,0.0
Outagamie,2020-11-23,122.0,0.0,0.0
Ozaukee,2020-11-23,77.0,0.0,0.0
Pepin,2020-11-23,11.29,0.0,0.0
Pierce,2020-11-23,55.0,1.0,0.0
Polk,2020-11-23,51.29,0.0,0.0
Portage,2020-11-23,49.29,0.0,1.0
Price,2020-11-23,12.43,0.0,0.0
Racine,2020-11-23,250.86,0.0,0.0
Richland,2020-11-23,13.86,0.0,0.0
Rock,2020-11-23,121.29,0.0,0.0
Rusk,2020-11-23,20.29,0.0,0.0
St. Croix,2020-11-23,83.86,0.0,0.0
Sauk,2020-11-23,48.43,0.0,0.0
Sawyer,2020-11-23,19.29,0.0,0.0
Shawano,2020-11-23,28.71,0.0,0.0
Sheboygan,2020-11-23,160.71,0.0,0.0
Taylor,2020-11-23,25.57,0.0,0.0
Trempealeau,2020-11-23,65.14,0.0,0.0
Vernon,2020-11-23,20.86,0.0,0.0
Vilas,2020-11-23,20.14,0.0,2.0
Walworth,2020-11-23,94.0,0.0,0.0
Washburn,2020-11-23,16.71,0.0,0.0
Washington,2020-11-23,145.29,1.0,0.0
Waukesha,2020-11-23,671.14,0.0,3.0
Waupaca,2020-11-23,23.57,0.0,0.0
Waushara,2020-11-23,12.86,0.0,1.0
Winnebago,2020-11-23,97.14,0.0,0.0
Wood,2020-11-23,104.43,1.0,0.0
Monroe,2020-11-24,53.29,1.0,0.0
Oconto,2020-11-24,25.14,1.0,0.0
Oneida,2020-11-24,29.86,1.0,0.0
Outagamie,2020-11-24,124.71,2.0,2.0
Ozaukee,2020-11-24,80.0,0.0,3.0
Pepin,2020-11-24,10.71,0.0,1.0
Pierce,2020-11-24,54.57,0.0,0.0
Polk,2020-11-24,49.43,0.0,1.0
Portage,2020-11-24,52.14,1.0,0.0
Price,2020-11-24,11.14,0.0,0.0
Racine,2020-11-24,221.14,13.0,4.0
Richland,2020-11-24,14.14,0.0,0.0
Rock,2020-11-24,117.86,5.0,1.0
Rusk,2020-11-24,23.71,1.0,1.0
St. Croix,2020-11-24,80.0,0.0,0.0
Sauk,2020-11-24,48.14,1.0,0.0
Sawyer,2020-11-24,20.14,0.0,0.0
Shawano,2020-11-24,27.29,2.0,2.0
Sheboygan,2020-11-24,143.43,3.0,0.0
Taylor,2020-11-24,28.0,0.0,0.0
Trempealeau,2020-11-24,53.57,2.0,1.0
Vernon,2020-11-24,19.86,0.0,0.0
Vilas,2020-11-24,18.86,0.0,0.0
Walworth,2020-11-24,83.71,2.0,1.0
Washburn,2020-11-24,17.57,0.0,0.0
Washington,2020-11-24,153.14,0.0,3.0
Monroe,2020-11-25,52.0,0.0,3.0
Oconto,2020-11-25,23.57,0.0,1.0
Oneida,2020-11-25,26.57,0.0,5.0
Outagamie,2020-11-25,114.0,2.0,0.0
Ozaukee,2020-11-25,78.57,2.0,1.0
Pepin,2020-11-25,10.14,0.0,0.0
Pierce,2020-11-25,49.71,-1.0,0.0
Polk,2020-11-25,44.29,1.0,0.0
Portage,2020-11-25,50.14,0.0,0.0
Price,2020-11-25,9.43,1.0,0.0
Racine,2020-11-25,218.43,1.0,9.0
Richland,2020-11-25,15.86,0.0,0.0
Rock,2020-11-25,110.14,0.0,0.0
Rusk,2020-11-25,18.57,0.0,1.0
St. Croix,2020-11-25,71.29,1.0,0.0
Sauk,2020-11-25,43.29,0.0,0.0
Sawyer,2020-11-25,18.86,0.0,0.0
Shawano,2020-11-25,23.71,0.0,1.0
Sheboygan,2020-11-25,127.71,1.0,6.0
Taylor,2020-11-25,18.43,0.0,0.0
Trempealeau,2020-11-25,44.71,1.0,1.0
Vernon,2020-11-25,21.29,0.0,0.0
Vilas,2020-11-25,18.71,1.0,0.0
Walworth,2020-11-25,82.71,0.0,1.0
Washburn,2020-11-25,17.57,0.0,1.0
Washington,2020-11-25,145.0,3.0,2.0
Waukesha,2020-11-25,488.86,5.0,15.0
Waupaca,2020-11-25,19.71,2.0,0.0
Waushara,2020-11-25,11.71,1.0,1.0
Winnebago,2020-11-25,94.29,0.0,4.0
Wood,2020-11-25,81.86,0.0,1.0
Adams,2020-11-25,16.86,0.0,0.0
Ashland,2020-11-25,12.43,1.0,0.0
Barron,2020-11-25,75.0,1.0,-1.0
Bayfield,2020-11-25,9.0,0.0,0.0
Brown,2020-11-25,249.57,1.0,0.0
Buffalo,2020-11-25,19.0,0.0,0.0
Burnett,2020-11-25,16.86,0.0,0.0
Calumet,2020-11-25,39.71,0.0,0.0
Chippewa,2020-11-25,94.0,1.0,0.0
Clark,2020-11-25,38.29,2.0,0.0
Columbia,2020-11-25,53.0,0.0,0.0
Crawford,2020-11-25,59.43,0.0,1.0
Dane,2020-11-25,359.43,0.0,1.0
Monroe,2020-11-26,46.0,0.0,1.0
Oconto,2020-11-26,19.86,2.0,0.0
Oneida,2020-11-26,23.71,0.0,0.0
Outagamie,2020-11-26,109.43,5.0,0.0
Ozaukee,2020-11-26,69.29,1.0,0.0
Pepin,2020-11-26,7.71,0.0,2.0
Pierce,2020-11-26,51.57,0.0,1.0
Polk,2020-11-26,42.86,2.0,0.0
Portage,2020-11-26,50.29,0.0,0.0
Price,2020-11-26,10.86,0.0,0.0
Racine,2020-11-26,209.43,0.0,4.0
Richland,2020-11-26,14.57,1.0,0.0
Rock,2020-11-26,117.14,3.0,1.0
Rusk,2020-11-26,17.86,1.0,0.0
St. Croix,2020-11-26,65.57,0.0,0.0
Sauk,2020-11-26,48.29,0.0,2.0
Sawyer,2020-11-26,19.14,0.0,0.0
Shawano,2020-11-26,21.43,0.0,1.0
Sheboygan,2020-11-26,114.0,0.0,3.0
Taylor,2020-11-26,19.71,0.0,1.0
Trempealeau,2020-11-26,44.71,0.0,0.0
Vernon,2020-11-26,19.86,0.0,0.0
Vilas,2020-11-26,21.43,1.0,4.0
Walworth,2020-11-26,80.57,0.0,4.0
Washburn,2020-11-26,15.43,0.0,1.0
Washington,2020-11-26,140.71,1.0,2.0
Waukesha,2020-11-26,408.71,5.0,6.0
Waupaca,2020-11-26,17.0,2.0,0.0
Waushara,2020-11-26,10.14,0.0,0.0
Winnebago,2020-11-26,89.71,2.0,3.0
Wood,2020-11-26,82.86,0.0,0.0
Adams,2020-11-26,12.86,0.0,1.0
Ashland,2020-11-26,13.14,0.0,2.0
Barron,2020-11-26,63.14,2.0,0.0
Bayfield,2020-11-26,8.0,1.0,0.0
Brown,2020-11-26,242.14,3.0,0.0
Buffalo,2020-11-26,17.29,0.0,0.0
Burnett,2020-11-26,15.29,0.0,0.0
Calumet,2020-11-26,36.71,0.0,0.0
Chippewa,2020-11-26,90.86,1.0,1.0
Clark,2020-11-26,36.57,1.0,0.0
Columbia,2020-11-26,58.57,0.0,2.0
Crawford,2020-11-26,56.86,0.0,0.0
Dane,2020-11-26,356.86,3.0,1.0
Dodge,2020-11-26,110.29,0.0,0.0
Door,2020-11-26,14.43,0.0,0.0
Douglas,2020-11-26,61.29,0.0,1.0
Dunn,2020-11-26,71.86,0.0,0.0
Eau Claire,2020-11-26,112.14,1.0,1.0
Florence,2020-11-26,1.86,0.0,0.0
Fond du Lac,2020-11-26,77.43,4.0,0.0
Forest,2020-11-26,5.43,0.0,1.0
Grant,2020-11-26,37.14,0.0,0.0
Green,2020-11-26,19.86,0.0,0.0
Green Lake,2020-11-26,10.71,1.0,0.0
Iowa,2020-11-26,19.86,0.0,0.0
Iron,2020-11-26,3.86,1.0,0.0
Jackson,2020-11-26,36.29,0.0,0.0
Jefferson,2020-11-26,74.43,2.0,0.0
Juneau,2020-11-26,21.0,0.0,0.0
Kenosha,2020-11-26,140.86,2.0,5.0
Kewaunee,2020-11-26,19.71,0.0,0.0
La Crosse,2020-11-26,120.29,0.0,0.0
Lafayette,2020-11-26,11.29,0.0,0.0
Langlade,2020-11-26,12.43,0.0,0.0
Lincoln,2020-11-26,29.14,1.0,0.0
Manitowoc,2020-11-26,58.71,1.0,0.0
Marathon,2020-11-26,112.0,6.0,0.0
Marinette,2020-11-26,32.86,1.0,0.0
Marquette,2020-11-26,6.14,0.0,0.0
Menominee,2020-11-26,3.14,0.0,0.0
Milwaukee,2020-11-26,909.57,5.0,6.0
Waushara,2020-11-27,8.43,0.0,0.0
Winnebago,2020-11-27,78.43,0.0,1.0
Wood,2020-11-27,59.86,0.0,0.0
Adams,2020-11-28,10.86,1.0,1.0
Ashland,2020-11-28,13.43,0.0,0.0
Barron,2020-11-28,49.43,0.0,1.0
Bayfield,2020-11-28,9.0,0.0,0.0
Brown,2020-11-28,189.71,4.0,0.0
Buffalo,2020-11-28,11.71,0.0,0.0
Burnett,2020-11-28,12.0,0.0,0.0
Calumet,2020-11-28,30.0,0.0,0.0
Chippewa,2020-11-28,51.43,0.0,2.0
Clark,2020-11-28,30.14,0.0,0.0
Columbia,2020-11-28,48.43,2.0,0.0
Crawford,2020-11-28,56.29,0.0,0.0
Dane,2020-11-28,312.71,0.0,0.0
Dodge,2020-11-28,89.71,0.0,0.0
Door,2020-11-28,9.14,0.0,0.0
Douglas,2020-11-28,49.71,0.0,2.0
Dunn,2020-11-28,65.86,0.0,1.0
Eau Claire,2020-11-28,83.71,0.0,0.0
Florence,2020-11-28,2.14,0.0,0.0
Fond du Lac,2020-11-28,49.0,0.0,0.0
Forest,2020-11-28,4.57,0.0,0.0
Grant,2020-11-28,34.86,0.0,2.0
Green,2020-11-28,19.43,0.0,0.0
Green Lake,2020-11-28,9.0,0.0,0.0
Iowa,2020-11-28,15.86,0.0,0.0
Iron,2020-11-28,3.43,0.0,0.0
Jackson,2020-11-28,30.14,0.0,0.0
Jefferson,2020-11-28,66.29,2.0,0.0
Juneau,2020-11-28,20.14,0.0,1.0
Kenosha,2020-11-28,109.0,0.0,3.0
Kewaunee,2020-11-28,18.43,0.0,0.0
La Crosse,2020-11-28,88.43,0.0,1.0
Lafayette,2020-11-28,7.86,0.0,0.0
Langlade,2020-11-28,10.14,0.0,0.0
Lincoln,2020-11-28,24.14,0.0,0.0
Manitowoc,2020-11-28,42.43,1.0,9.0
Marathon,2020-11-28,108.43,0.0,0.0
Marinette,2020-11-28,28.29,1.0,0.0
Marquette,2020-11-28,3.86,0.0,0.0
Menominee,2020-11-28,3.0,0.0,0.0
Milwaukee,2020-11-28,835.71,3.0,2.0
Monroe,2020-11-28,41.43,0.0,0.0
Oconto,2020-11-28,19.71,0.0,0.0
Oneida,2020-11-28,23.29,1.0,1.0
Outagamie,2020-11-28,96.71,1.0,3.0
Ozaukee,2020-11-28,53.86,0.0,0.0
Pepin,2020-11-28,3.43,0.0,0.0
Pierce,2020-11-28,42.57,0.0,0.0
Polk,2020-11-28,38.29,0.0,1.0
Portage,2020-11-28,43.14,0.0,0.0
Price,2020-11-28,9.86,0.0,0.0
Racine,2020-11-28,127.86,0.0,7.0
Richland,2020-11-28,11.0,0.0,0.0
Rock,2020-11-28,110.57,4.0,1.0
Rusk,2020-11-28,18.0,0.0,0.0
St. Croix,2020-11-28,52.29,0.0,0.0
Sauk,2020-11-28,35.71,1.0,0.0
Sawyer,2020-11-28,16.43,0.0,0.0
Shawano,2020-11-28,18.29,0.0,0.0
Sheboygan,2020-11-28,91.57,1.0,0.0
Taylor,2020-11-28,14.14,0.0,0.0
Trempealeau,2020-11-28,34.14,0.0,1.0
Vernon,2020-11-28,22.29,0.0,1.0
Vilas,2020-11-28,18.43,0.0,0.0
Walworth,2020-11-28,57.29,0.0,7.0
Washburn,2020-11-28,16.29,0.0,0.0
Washington,2020-11-28,116.86,1.0,0.0
Waukesha,2020-11-28,282.14,3.0,3.0
Waupaca,2020-11-28,16.86,0.0,0.0
Waushara,2020-11-28,8.0,1.0,0.0
Winnebago,2020-11-28,86.14,1.0,0.0
Wood,2020-11-28,58.57,0.0,0.0
Juneau,2020-11-29,16.86,0.0,0.0
Kenosha,2020-11-29,120.71,0.0,1.0
Kewaunee,2020-11-29,17.43,0.0,0.0
Adams,2020-11-27,10.14,0.0,0.0
Ashland,2020-11-27,11.14,0.0,0.0
Barron,2020-11-27,46.71,0.0,3.0
Bayfield,2020-11-27,6.71,1.0,0.0
Brown,2020-11-27,200.86,0.0,0.0
Buffalo,2020-11-27,13.43,0.0,1.0
Burnett,2020-11-27,11.29,0.0,0.0
Calumet,2020-11-27,31.43,0.0,1.0
Chippewa,2020-11-27,80.29,1.0,-1.0
Clark,2020-11-27,33.29,0.0,0.0
Columbia,2020-11-27,50.57,0.0,4.0
Crawford,2020-11-27,54.14,0.0,0.0
Dane,2020-11-27,299.29,0.0,3.0
Dodge,2020-11-27,109.0,1.0,0.0
Door,2020-11-27,10.71,0.0,0.0
Douglas,2020-11-27,54.71,0.0,4.0
Dunn,2020-11-27,63.57,0.0,1.0
Eau Claire,2020-11-27,90.43,0.0,0.0
Florence,2020-11-27,2.0,0.0,0.0
Fond du Lac,2020-11-27,56.0,0.0,3.0
Forest,2020-11-27,4.71,0.0,0.0
Grant,2020-11-27,35.29,1.0,0.0
Green,2020-11-27,21.71,0.0,1.0
Green Lake,2020-11-27,8.29,0.0,1.0
Iowa,2020-11-27,16.0,0.0,0.0
Iron,2020-11-27,3.29,0.0,0.0
Jackson,2020-11-27,29.43,0.0,0.0
Jefferson,2020-11-27,60.14,0.0,0.0
Juneau,2020-11-27,22.86,0.0,0.0
Kenosha,2020-11-27,112.0,1.0,2.0
Kewaunee,2020-11-27,17.14,0.0,0.0
La Crosse,2020-11-27,104.57,1.0,0.0
Lafayette,2020-11-27,8.43,0.0,0.0
Langlade,2020-11-27,11.14,0.0,0.0
Lincoln,2020-11-27,24.14,0.0,0.0
Manitowoc,2020-11-27,50.29,0.0,0.0
Marathon,2020-11-27,110.14,0.0,3.0
Marinette,2020-11-27,29.0,0.0,0.0
Marquette,2020-11-27,4.71,0.0,0.0
Menominee,2020-11-27,3.43,0.0,0.0
Milwaukee,2020-11-27,832.14,2.0,4.0
Monroe,2020-11-27,38.57,0.0,1.0
Oconto,2020-11-27,15.86,1.0,0.0
Oneida,2020-11-27,17.0,0.0,1.0
Outagamie,2020-11-27,87.86,0.0,0.0
Ozaukee,2020-11-27,62.71,0.0,0.0
Pepin,2020-11-27,6.43,0.0,0.0
Pierce,2020-11-27,43.0,1.0,1.0
Polk,2020-11-27,37.14,0.0,0.0
Portage,2020-11-27,47.43,0.0,0.0
Price,2020-11-27,8.57,0.0,0.0
Racine,2020-11-27,166.14,0.0,0.0
Richland,2020-11-27,13.0,0.0,0.0
Rock,2020-11-27,105.29,0.0,1.0
Rusk,2020-11-27,18.43,0.0,0.0
St. Croix,2020-11-27,52.0,0.0,0.0
Sauk,2020-11-27,38.29,0.0,0.0
Sawyer,2020-11-27,15.43,0.0,0.0
Shawano,2020-11-27,17.29,1.0,0.0
Sheboygan,2020-11-27,92.29,1.0,3.0
Taylor,2020-11-27,15.43,0.0,0.0
Trempealeau,2020-11-27,35.0,0.0,0.0
Vernon,2020-11-27,22.43,2.0,0.0
Vilas,2020-11-27,20.29,0.0,0.0
Walworth,2020-11-27,63.86,0.0,0.0
Washburn,2020-11-27,14.86,0.0,0.0
Washington,2020-11-27,135.71,0.0,2.0
Waukesha,2020-11-27,317.71,0.0,6.0
Waupaca,2020-11-27,13.86,3.0,1.0
La Crosse,2020-11-29,95.86,0.0,0.0
Lafayette,2020-11-29,8.0,0.0,0.0
Langlade,2020-11-29,9.71,1.0,0.0
Lincoln,2020-11-29,22.86,1.0,0.0
Manitowoc,2020-11-29,45.57,0.0,0.0
Marathon,2020-11-29,100.0,0.0,0.0
Marinette,2020-11-29,31.29,0.0,0.0
Marquette,2020-11-29,4.0,0.0,0.0
Menominee,2020-11-29,2.86,0.0,0.0
Milwaukee,2020-11-29,870.29,2.0,3.0
Monroe,2020-11-29,37.43,1.0,0.0
Oconto,2020-11-29,20.57,0.0,0.0
Oneida,2020-11-29,21.57,4.0,0.0
Outagamie,2020-11-29,87.43,3.0,0.0
Ozaukee,2020-11-29,52.0,0.0,0.0
Pepin,2020-11-29,5.0,0.0,0.0
Pierce,2020-11-29,39.0,0.0,0.0
Polk,2020-11-29,35.29,1.0,0.0
Portage,2020-11-29,40.43,0.0,0.0
Price,2020-11-29,8.14,0.0,0.0
Racine,2020-11-29,132.14,1.0,0.0
Richland,2020-11-29,8.43,0.0,0.0
Rock,2020-11-29,100.29,0.0,0.0
Rusk,2020-11-29,18.14,0.0,0.0
St. Croix,2020-11-29,47.43,0.0,0.0
Sauk,2020-11-29,36.29,0.0,0.0
